time,frequency,confidence
6.6300000000,148.5286766217,0.3124069870
6.6400000000,153.4509264080,0.5238170028
6.6500000000,151.6673849796,0.5570160151
6.6600000000,151.8382613635,0.5521214604
6.6700000000,154.4820719988,0.5528358817
6.6800000000,156.1173698309,0.6085503101
6.6900000000,158.6992150717,0.6138542891
6.7000000000,161.6344319715,0.5737579465
6.7100000000,162.0278256291,0.7311125994
6.7200000000,160.0640684333,0.6868298650
6.7300000000,157.9642131019,0.7473622561
6.7400000000,155.3752194803,0.6821452975
6.7500000000,153.7310259847,0.6398450732
6.7600000000,150.1981765744,0.4673263431
6.7700000000,145.9446140525,0.3270381093
6.7800000000,147.1420526573,0.2524687350
6.7900000000,156.4986523349,0.1171878651
6.8000000000,158.9321651790,0.1041528434
6.8100000000,172.9204704044,0.3004389703
6.8200000000,182.1062324683,0.1679433882
6.8300000000,183.5089726825,0.1731584519
6.8400000000,180.0261387601,0.1937136054
6.8500000000,169.1922875172,0.0720005035
6.8600000000,153.8278254047,0.0809903964
6.8700000000,154.2677579540,0.0797961056
6.8800000000,163.9617170311,0.0531827062
6.8900000000,175.7848894387,0.3370038867
6.9000000000,191.9575295330,0.1184743643
6.9100000000,205.4079321516,0.3041447699
6.9200000000,224.4778943490,0.2305567712
6.9300000000,231.8085404051,0.5943698287
6.9400000000,233.7119533448,0.8004143238
6.9500000000,233.6098740343,0.8958004713
6.9600000000,233.0195265229,0.9116426706
6.9700000000,231.3036085533,0.9059695601
6.9800000000,228.9151855878,0.9238396883
6.9900000000,226.5615250445,0.9113302827
7.0000000000,223.6450372866,0.9135932326
7.0100000000,220.5775482325,0.9018749595
7.0200000000,216.7079412051,0.8951203227
7.0300000000,214.4582360804,0.9046138525
7.0400000000,211.9539778126,0.9020555019
7.0500000000,209.5209024791,0.9191804528
7.0600000000,208.1311801645,0.9515097141
7.0700000000,207.1817492144,0.9261863232
7.0800000000,206.0305460563,0.9581200480
7.0900000000,204.9296404955,0.9357021451
7.1000000000,203.7497095142,0.9480221272
7.1100000000,201.1541343186,0.8913757801
7.1200000000,195.7410946353,0.8164508939
7.1300000000,190.7693025591,0.8837919831
7.1400000000,185.9453454728,0.7827640772
7.1500000000,176.4894338934,0.7229375243
7.1600000000,167.4376893494,0.6635619402
7.1700000000,159.9391638684,0.6824852228
7.1800000000,152.4592272359,0.7624740005
7.1900000000,147.3004888761,0.8349447846
7.2000000000,144.2123051059,0.8767131567
7.2100000000,141.9086698703,0.8741373420
7.2200000000,139.9783939361,0.8860405684
7.2300000000,138.3712850109,0.9300872684
7.2400000000,137.0568331995,0.9219908714
7.2500000000,135.5397930676,0.9120571613
7.2600000000,133.8733685924,0.9133253694
7.2700000000,131.7252437893,0.9330954552
7.2800000000,129.6615819027,0.8808997273
7.2900000000,126.7805628814,0.8824422956
7.3000000000,125.1628267477,0.9111725688
7.3100000000,124.9323489448,0.8905442357
7.3200000000,125.2825171074,0.8588564992
7.3300000000,126.1745727344,0.6739241481
7.3400000000,130.8638227670,0.1989994645
7.3500000000,146.8625675186,0.4740760028
7.3600000000,147.9069824316,0.8310812116
7.3700000000,148.9703247488,0.7946590781
7.3800000000,150.4407087453,0.7670618296
7.3900000000,153.6627982228,0.7872797847
7.4000000000,156.2490493280,0.8858148456
7.4100000000,157.9868055468,0.8464823961
7.4200000000,158.4002772404,0.7252267003
7.4300000000,158.1255503485,0.6469833851
7.4400000000,157.3196751085,0.6342790723
7.4500000000,157.1564139090,0.4917049110
7.4600000000,156.9322855414,0.3201431632
7.4700000000,155.5269657991,0.2386375964
7.4800000000,154.9001367986,0.0702822581
7.4900000000,152.2210372907,0.0442107581
7.5000000000,153.5735355103,0.0878873765
7.5100000000,154.6376050892,0.1660729945
7.5200000000,155.5249326736,0.1082182005
7.5300000000,156.7307021001,0.0446889587
7.5400000000,155.7502439416,0.0792926177
7.5500000000,140.0730082629,0.0278327689
7.5600000000,128.1941801290,0.2511210442
7.5700000000,129.9425467847,0.1743551791
7.5800000000,128.9029704595,0.1549943984
7.5900000000,132.6497450679,0.1225519329
7.6000000000,139.4648827385,0.1352118105
7.6100000000,149.2458902166,0.2208996713
7.6200000000,152.6153199277,0.5169010162
7.6300000000,150.1862068134,0.2772214711
7.6400000000,151.1805941725,0.1102255061
7.6500000000,149.6076155456,0.0766551942
7.6600000000,149.5805435948,0.0481413938
7.6700000000,148.7487160137,0.0485838391
7.6800000000,146.9992930376,0.2004275173
7.6900000000,143.9376128973,0.2070129663
7.7000000000,140.8692526984,0.6435064673
7.7100000000,140.1481167440,0.5617988706
7.7200000000,138.5766746765,0.0813098550
7.7300000000,137.6604868075,0.1010540128
7.7400000000,136.0366238271,0.1032837704
7.7500000000,134.8213056591,0.0257113129
7.7600000000,133.2720109720,0.0671052560
7.7700000000,133.4266144969,0.0509596132
7.7800000000,130.3609091876,0.0167091209
7.7900000000,132.7654944576,0.1004990712
7.8000000000,131.5677258441,0.1338810474
7.8100000000,129.6851227549,0.1005277634
7.8200000000,136.3980878017,0.0833136961
7.8300000000,149.3615110392,0.0694090351
7.8400000000,159.2010757635,0.0736501366
7.8500000000,156.1748155006,0.3149803281
7.8600000000,154.9604397586,0.6171361804
7.8700000000,154.8135920171,0.5371788740
7.8800000000,154.5467841432,0.3423882425
7.8900000000,155.7463574571,0.5203267336
7.9000000000,155.1197043972,0.5324947834
7.9100000000,155.7300434671,0.6208704710
7.9200000000,154.9352367985,0.5118958950
7.9300000000,154.4809475011,0.2438849062
7.9400000000,155.9025457159,0.0932809189
7.9500000000,154.9591882139,0.0763315037
7.9600000000,151.2560468716,0.1612655371
7.9700000000,145.9827827321,0.1858434975
7.9800000000,139.8523922641,0.1621890515
7.9900000000,134.5282057425,0.0576436259
8.0000000000,136.4057597056,0.0116007626
8.0100000000,137.7298883651,0.0054769027
8.0200000000,143.4438675645,0.0310250539
8.0300000000,148.7439362790,0.1296500713
8.0400000000,151.2999231337,0.0935534611
8.0500000000,153.1316136420,0.1904976666
8.0600000000,153.8387969652,0.3360577226
8.0700000000,153.2664714317,0.1796637923
8.0800000000,154.9786124595,0.1138274595
8.0900000000,155.3819787073,0.2774399221
8.1000000000,157.4651935896,0.1652289629
8.1100000000,156.0942388129,0.1296398789
8.1200000000,142.2625862018,0.2008583546
8.1300000000,129.6937265105,0.2084417641
8.1400000000,139.2382996812,0.1175486222
8.1500000000,151.5501757704,0.0509301722
8.1600000000,154.2196507715,0.1533452570
8.1700000000,155.6195699658,0.1064234376
8.1800000000,165.0045783361,0.1458962411
8.1900000000,166.4463436615,0.2239196450
8.2000000000,161.5747620257,0.3495138288
8.2100000000,146.4140338794,0.1200025901
8.2200000000,134.9353987178,0.0122596351
8.2300000000,126.6934120910,0.0073766448
8.2400000000,129.8965560723,0.0488931313
